product_id,vendor_sku,name,description,category,color,material,pattern,price_min,price_max
P0541,V-DRE-0541,Floral Print Maxi Dress,Yellow Abstract Chiffon Floral Print Maxi Dress with long sleeves halter neck,DRESS,Yellow,Chiffon,Abstract,599,1999
P0542,V-TSH-0542,V-Neck Casual T-Shirt,Gray Polyester V-Neck Casual T-Shirt with short sleeves crew neck,TSHIRT,Gray,Polyester,Solid,199,799
P0543,V-TOP-0543,Crop Top,Yellow Printed Linen Crop Top with three-quarter sleeves off-shoulder neck,TOP,Yellow,Linen,Printed,299,899
P0544,V-TOP-0544,Blouse Style Top,Yellow Chiffon Blouse Style Top with short sleeves v-neck neck,TOP,Yellow,Chiffon,Solid,299,899
P0545,V-KUR-0545,Designer Kurta,Printed Printed Georgette Designer Kurta with long sleeves mandarin neck,KURTA,Printed,Georgette,Printed,499,1999
P0546,V-KUR-0546,Printed Kurta,Beige Embroidered Chiffon Printed Kurta with short sleeves boat neck neck,KURTA,Beige,Chiffon,Embroidered,499,1999
P0547,V-TSH-0547,V-Neck Casual T-Shirt,Gray Stripes Modal V-Neck Casual T-Shirt with sleeveless sleeves v-neck neck,TSHIRT,Gray,Modal,Stripes,199,799
P0548,V-JEA-0548,Straight Leg Jeans,White Raw Denim Straight Leg Jeans skinny fit,JEANS,White,Raw Denim,Solid,799,2499
P0549,V-DRE-0549,Linen Blend Dress,Black Floral Polyester Linen Blend Dress with sleeveless sleeves halter neck,DRESS,Black,Polyester,Floral,599,1999
P0550,V-SHI-0550,Relaxed Fit Shirt,Gray Printed Cotton Blend Relaxed Fit Shirt with long sleeves band collar neck,SHIRT,Gray,Cotton Blend,Printed,399,1499
P0551,V-SHI-0551,Checked Pattern Shirt,Black Denim Poplin Checked Pattern Shirt with long sleeves button-down neck,SHIRT,Black,Poplin,Denim,399,1499
P0552,V-POL-0552,Classic Polo Shirt,Green Embroidered Cotton Blend Classic Polo Shirt with short sleeves,POLO,Green,Cotton Blend,Embroidered,299,999
P0553,V-POL-0553,Embroidered Polo,Blue Embroidered Cotton Blend Embroidered Polo with long sleeves,POLO,Blue,Cotton Blend,Embroidered,299,999
P0554,V-JEA-0554,Skinny Fit Jeans,Black Raw Denim Skinny Fit Jeans bootcut fit,JEANS,Black,Raw Denim,Solid,799,2499
P0555,V-KUR-0555,Festive Kurta,White Floral Linen Festive Kurta with long sleeves mandarin neck,KURTA,White,Linen,Floral,499,1999
P0556,V-SAL-0556,Comfort Fit Salwar,Solid Georgette Comfort Fit Salwar churidar fit,SALWAR,Solid,Georgette,Solid,399,1299
P0557,V-KUR-0557,Chikankari Kurta,Printed Embroidered Linen Chikankari Kurta with three-quarter sleeves mandarin neck,KURTA,Printed,Linen,Embroidered,499,1999
P0558,V-DRE-0558,Linen Blend Dress,Red Printed Linen Linen Blend Dress with short sleeves off-shoulder neck,DRESS,Red,Linen,Printed,599,1999
P0559,V-DRE-0559,Chiffon Evening Dress,Yellow Floral Chiffon Chiffon Evening Dress with sleeveless sleeves round neck,DRESS,Yellow,Chiffon,Floral,599,1999
P0560,V-JEA-0560,Bootcut Jeans,Dark Blue Distressed Denim Bootcut Jeans relaxed fit,JEANS,Dark Blue,Denim,Distressed,799,2499
P0561,V-KUR-0561,Anarkali Kurta,Green Floral Georgette Anarkali Kurta with short sleeves boat neck neck,KURTA,Green,Georgette,Floral,499,1999
P0562,V-TSH-0562,Ribbed Knit Tee,Black Logo Modal Ribbed Knit Tee with short sleeves crew neck,TSHIRT,Black,Modal,Logo,199,799
P0563,V-SAL-0563,Ankle Length Salwar,White Chiffon Ankle Length Salwar churidar fit,SALWAR,White,Chiffon,Solid,399,1299
P0564,V-DRE-0564,Wrap Style Dress,Pink Geometric Chiffon Wrap Style Dress with cap sleeves sleeves v-neck neck,DRESS,Pink,Chiffon,Geometric,599,1999
P0565,V-KUR-0565,Chikankari Kurta,Beige Floral Linen Chikankari Kurta with long sleeves v-neck neck,KURTA,Beige,Linen,Floral,499,1999
P0566,V-KUR-0566,Festive Kurta,White Floral Cotton Festive Kurta with long sleeves v-neck neck,KURTA,White,Cotton,Floral,499,1999
P0567,V-DRE-0567,Boho Chic Dress,Green Polyester Boho Chic Dress with long sleeves halter neck,DRESS,Green,Polyester,Solid,599,1999
P0568,V-SAL-0568,Trouser Style Salwar,White Striped Georgette Trouser Style Salwar wide leg fit,SALWAR,White,Georgette,Striped,399,1299
P0569,V-SAL-0569,Cotton Salwar,Printed Printed Cotton Cotton Salwar palazzo fit,SALWAR,Printed,Cotton,Printed,399,1299
P0570,V-TSH-0570,Oversized Comfort T-Shirt,Gray Modal Oversized Comfort T-Shirt with sleeveless sleeves crew neck,TSHIRT,Gray,Modal,Solid,199,799
P0571,V-JEA-0571,Relaxed Fit Jeans,Gray Distressed Raw Denim Relaxed Fit Jeans slim fit,JEANS,Gray,Raw Denim,Distressed,799,2499
P0572,V-SAL-0572,Ankle Length Salwar,Navy Chiffon Ankle Length Salwar regular fit,SALWAR,Navy,Chiffon,Solid,399,1299
P0573,V-SHI-0573,Striped Business Shirt,Checked Denim Poplin Striped Business Shirt with long sleeves band collar neck,SHIRT,Checked,Poplin,Denim,399,1499
P0574,V-DRE-0574,Shift Dress,White Floral Crepe Shift Dress with long sleeves off-shoulder neck,DRESS,White,Crepe,Floral,599,1999
P0575,V-TSH-0575,Relaxed Fit T-Shirt,Navy Stripes Polyester Relaxed Fit T-Shirt with sleeveless sleeves crew neck,TSHIRT,Navy,Polyester,Stripes,199,799
P0576,V-DRE-0576,Floral Print Maxi Dress,Black Abstract Chiffon Floral Print Maxi Dress with sleeveless sleeves halter neck,DRESS,Black,Chiffon,Abstract,599,1999
P0577,V-TSH-0577,Henley Style T-Shirt,Black Abstract Cotton Henley Style T-Shirt with short sleeves crew neck,TSHIRT,Black,Cotton,Abstract,199,799
P0578,V-POL-0578,Premium Cotton Polo,Red Performance Fabric Premium Cotton Polo with long sleeves,POLO,Red,Performance Fabric,Solid,299,999
P0579,V-DRE-0579,Wrap Style Dress,Black Printed Georgette Wrap Style Dress with cap sleeves sleeves round neck,DRESS,Black,Georgette,Printed,599,1999
P0580,V-SHI-0580,Chambray Shirt,Checked Checks Chambray Chambray Shirt with long sleeves,SHIRT,Checked,Chambray,Checks,399,1499
P0581,V-POL-0581,Striped Polo Shirt,Navy Color Block Cotton Striped Polo Shirt with short sleeves,POLO,Navy,Cotton,Color Block,299,999
P0582,V-SHI-0582,Flannel Shirt,Black Printed Linen Flannel Shirt with long sleeves,SHIRT,Black,Linen,Printed,399,1499
P0583,V-TSH-0583,Pocket T-Shirt,Gray Abstract Organic Cotton Pocket T-Shirt with long sleeves scoop neck,TSHIRT,Gray,Organic Cotton,Abstract,199,799
P0584,V-JEA-0584,Slim Fit Denim Jeans,Dark Blue Denim Slim Fit Denim Jeans straight fit,JEANS,Dark Blue,Denim,Solid,799,2499
P0585,V-TOP-0585,Off-Shoulder Top,Printed Cotton Off-Shoulder Top with short sleeves off-shoulder neck,TOP,Printed,Cotton,Solid,299,899
P0586,V-JEA-0586,Distressed Denim Jeans,Gray Vintage Wash Stretch Denim Distressed Denim Jeans slim fit,JEANS,Gray,Stretch Denim,Vintage Wash,799,2499
P0587,V-DRE-0587,A-Line Summer Dress,White Polka Dots Chiffon A-Line Summer Dress with sleeveless sleeves off-shoulder neck,DRESS,White,Chiffon,Polka Dots,599,1999
P0588,V-POL-0588,Pique Polo T-Shirt,White Stripes Cotton Pique Polo T-Shirt with short sleeves,POLO,White,Cotton,Stripes,299,999
P0589,V-KUR-0589,Designer Kurta,Green Georgette Designer Kurta with long sleeves mandarin neck,KURTA,Green,Georgette,Solid,499,1999
P0590,V-DRE-0590,Floral Print Maxi Dress,Pink Abstract Crepe Floral Print Maxi Dress with sleeveless sleeves off-shoulder neck,DRESS,Pink,Crepe,Abstract,599,1999
P0591,V-TOP-0591,Wrap Top,White Printed Polyester Wrap Top with short sleeves v-neck neck,TOP,White,Polyester,Printed,299,899
P0592,V-POL-0592,Premium Cotton Polo,Maroon Stripes Performance Fabric Premium Cotton Polo with long sleeves,POLO,Maroon,Performance Fabric,Stripes,299,999
P0593,V-TSH-0593,Ribbed Knit Tee,Yellow Logo Polyester Ribbed Knit Tee with short sleeves henley neck,TSHIRT,Yellow,Polyester,Logo,199,799
P0594,V-TOP-0594,Crop Top,Navy Striped Cotton Crop Top with short sleeves v-neck neck,TOP,Navy,Cotton,Striped,299,899
P0595,V-KUR-0595,Party Wear Kurta,Beige Floral Georgette Party Wear Kurta with three-quarter sleeves v-neck neck,KURTA,Beige,Georgette,Floral,499,1999
P0596,V-TOP-0596,Tie-Up Top,Black Chiffon Tie-Up Top with short sleeves v-neck neck,TOP,Black,Chiffon,Solid,299,899
P0597,V-TOP-0597,Tunic Top,White Floral Polyester Tunic Top with three-quarter sleeves v-neck neck,TOP,White,Polyester,Floral,299,899
P0598,V-KUR-0598,Anarkali Kurta,Pink Geometric Cotton Anarkali Kurta with three-quarter sleeves boat neck neck,KURTA,Pink,Cotton,Geometric,499,1999
P0599,V-SAL-0599,Printed Salwar,White Striped Cotton Printed Salwar wide leg fit,SALWAR,White,Cotton,Striped,399,1299
P0600,V-POL-0600,Athletic Fit Polo,Blue Performance Fabric Athletic Fit Polo with long sleeves,POLO,Blue,Performance Fabric,Solid,299,999
P0601,V-POL-0601,Premium Cotton Polo,White Performance Fabric Premium Cotton Polo with short sleeves,POLO,White,Performance Fabric,Solid,299,999
P0602,V-JEA-0602,Black Denim Jeans,White Distressed Raw Denim Black Denim Jeans slim fit,JEANS,White,Raw Denim,Distressed,799,2499
P0603,V-JEA-0603,Distressed Denim Jeans,Light Blue Vintage Wash Stretch Denim Distressed Denim Jeans bootcut fit,JEANS,Light Blue,Stretch Denim,Vintage Wash,799,2499
P0604,V-TOP-0604,Peplum Top,Printed Printed Cotton Peplum Top with short sleeves off-shoulder neck,TOP,Printed,Cotton,Printed,299,899
P0605,V-KUR-0605,Festive Kurta,Red Chiffon Festive Kurta with short sleeves v-neck neck,KURTA,Red,Chiffon,Solid,499,1999
P0606,V-TOP-0606,Off-Shoulder Top,White Striped Chiffon Off-Shoulder Top with sleeveless sleeves v-neck neck,TOP,White,Chiffon,Striped,299,899
P0607,V-POL-0607,Premium Cotton Polo,Maroon Stripes Pique Cotton Premium Cotton Polo with long sleeves,POLO,Maroon,Pique Cotton,Stripes,299,999
P0608,V-SAL-0608,Cotton Salwar,White Striped Cotton Cotton Salwar churidar fit,SALWAR,White,Cotton,Striped,399,1299
P0609,V-TOP-0609,Crop Top,Pink Floral Cotton Crop Top with bell sleeves sleeves v-neck neck,TOP,Pink,Cotton,Floral,299,899
P0610,V-DRE-0610,Chiffon Evening Dress,Navy Abstract Polyester Chiffon Evening Dress with sleeveless sleeves halter neck,DRESS,Navy,Polyester,Abstract,599,1999
P0611,V-SAL-0611,Comfort Fit Salwar,Beige Striped Linen Comfort Fit Salwar palazzo fit,SALWAR,Beige,Linen,Striped,399,1299
P0612,V-SHI-0612,Denim Shirt,Blue Printed Linen Denim Shirt with long sleeves button-down neck,SHIRT,Blue,Linen,Printed,399,1499
P0613,V-KUR-0613,Chikankari Kurta,Pink Printed Georgette Chikankari Kurta with short sleeves mandarin neck,KURTA,Pink,Georgette,Printed,499,1999
P0614,V-KUR-0614,Festive Kurta,Blue Geometric Linen Festive Kurta with three-quarter sleeves mandarin neck,KURTA,Blue,Linen,Geometric,499,1999
P0615,V-POL-0615,Embroidered Polo,Red Embroidered Performance Fabric Embroidered Polo with long sleeves,POLO,Red,Performance Fabric,Embroidered,299,999
P0616,V-POL-0616,Classic Polo Shirt,Black Performance Fabric Classic Polo Shirt with short sleeves,POLO,Black,Performance Fabric,Solid,299,999
P0617,V-SHI-0617,Oxford Button-Down Shirt,Checked Stripes Cotton Blend Oxford Button-Down Shirt with short sleeves,SHIRT,Checked,Cotton Blend,Stripes,399,1499
P0618,V-SHI-0618,Checked Pattern Shirt,White Stripes Chambray Checked Pattern Shirt with long sleeves,SHIRT,White,Chambray,Stripes,399,1499
P0619,V-JEA-0619,Wide Leg Jeans,Light Blue Vintage Wash Raw Denim Wide Leg Jeans straight fit,JEANS,Light Blue,Raw Denim,Vintage Wash,799,2499
P0620,V-SHI-0620,Relaxed Fit Shirt,Gray Printed Cotton Relaxed Fit Shirt with long sleeves button-down neck,SHIRT,Gray,Cotton,Printed,399,1499
P0621,V-KUR-0621,Party Wear Kurta,White Embroidered Cotton Party Wear Kurta with short sleeves boat neck neck,KURTA,White,Cotton,Embroidered,499,1999
P0622,V-JEA-0622,Black Denim Jeans,Dark Blue Distressed Raw Denim Black Denim Jeans bootcut fit,JEANS,Dark Blue,Raw Denim,Distressed,799,2499
P0623,V-JEA-0623,Straight Leg Jeans,Black Stretch Denim Straight Leg Jeans regular fit,JEANS,Black,Stretch Denim,Solid,799,2499
P0624,V-POL-0624,Premium Cotton Polo,Red Embroidered Cotton Premium Cotton Polo with long sleeves,POLO,Red,Cotton,Embroidered,299,999
P0625,V-DRE-0625,Boho Chic Dress,Black Printed Chiffon Boho Chic Dress with cap sleeves sleeves v-neck neck,DRESS,Black,Chiffon,Printed,599,1999
P0626,V-TSH-0626,V-Neck Casual T-Shirt,White Abstract Cotton Blend V-Neck Casual T-Shirt with sleeveless sleeves scoop neck,TSHIRT,White,Cotton Blend,Abstract,199,799
P0627,V-TOP-0627,Knot Front Top,White Striped Linen Knot Front Top with sleeveless sleeves v-neck neck,TOP,White,Linen,Striped,299,899
P0628,V-POL-0628,Business Casual Polo,Red Color Block Pique Cotton Business Casual Polo with short sleeves,POLO,Red,Pique Cotton,Color Block,299,999
P0629,V-JEA-0629,Relaxed Fit Jeans,Gray Distressed Raw Denim Relaxed Fit Jeans relaxed fit,JEANS,Gray,Raw Denim,Distressed,799,2499
P0630,V-JEA-0630,Vintage Wash Jeans,White Raw Denim Vintage Wash Jeans bootcut fit,JEANS,White,Raw Denim,Solid,799,2499
P0631,V-KUR-0631,Designer Kurta,Pink Linen Designer Kurta with three-quarter sleeves mandarin neck,KURTA,Pink,Linen,Solid,499,1999
P0632,V-SAL-0632,Churidar Salwar,Beige Embroidered Georgette Churidar Salwar regular fit,SALWAR,Beige,Georgette,Embroidered,399,1299
P0633,V-KUR-0633,Party Wear Kurta,Printed Floral Georgette Party Wear Kurta with short sleeves mandarin neck,KURTA,Printed,Georgette,Floral,499,1999
P0634,V-JEA-0634,Bootcut Jeans,Blue Raw Denim Bootcut Jeans straight fit,JEANS,Blue,Raw Denim,Solid,799,2499
P0635,V-TSH-0635,Ribbed Knit Tee,Gray Abstract Cotton Ribbed Knit Tee with sleeveless sleeves v-neck neck,TSHIRT,Gray,Cotton,Abstract,199,799
P0636,V-SAL-0636,Churidar Salwar,Printed Striped Linen Churidar Salwar regular fit,SALWAR,Printed,Linen,Striped,399,1299
P0637,V-DRE-0637,A-Line Summer Dress,White Crepe A-Line Summer Dress with short sleeves round neck,DRESS,White,Crepe,Solid,599,1999
P0638,V-TSH-0638,V-Neck Casual T-Shirt,Pink Cotton Blend V-Neck Casual T-Shirt with sleeveless sleeves v-neck neck,TSHIRT,Pink,Cotton Blend,Solid,199,799
P0639,V-SHI-0639,Long Sleeve Casual Shirt,Gray Printed Poplin Long Sleeve Casual Shirt with long sleeves band collar neck,SHIRT,Gray,Poplin,Printed,399,1499
P0640,V-TSH-0640,Graphic Print T-Shirt,Pink Cotton Graphic Print T-Shirt with sleeveless sleeves crew neck,TSHIRT,Pink,Cotton,Solid,199,799
P0641,V-TSH-0641,Organic Cotton T-Shirt,Blue Graphic Cotton Organic Cotton T-Shirt with short sleeves scoop neck,TSHIRT,Blue,Cotton,Graphic,199,799
P0642,V-SHI-0642,Chambray Shirt,Black Printed Cotton Chambray Shirt with long sleeves band collar neck,SHIRT,Black,Cotton,Printed,399,1499
P0643,V-TSH-0643,Striped Casual Tee,Pink Stripes Polyester Striped Casual Tee with short sleeves henley neck,TSHIRT,Pink,Polyester,Stripes,199,799
P0644,V-SHI-0644,Poplin Dress Shirt,Black Stripes Linen Poplin Dress Shirt with short sleeves button-down neck,SHIRT,Black,Linen,Stripes,399,1499
P0645,V-DRE-0645,Floral Print Maxi Dress,Black Geometric Cotton Floral Print Maxi Dress with cap sleeves sleeves halter neck,DRESS,Black,Cotton,Geometric,599,1999
P0646,V-POL-0646,Striped Polo Shirt,Blue Stripes Pique Cotton Striped Polo Shirt with long sleeves,POLO,Blue,Pique Cotton,Stripes,299,999
P0647,V-DRE-0647,Casual Midi Dress,Floral Floral Polyester Casual Midi Dress with short sleeves v-neck neck,DRESS,Floral,Polyester,Floral,599,1999
P0648,V-TSH-0648,Pocket T-Shirt,Pink Organic Cotton Pocket T-Shirt with long sleeves crew neck,TSHIRT,Pink,Organic Cotton,Solid,199,799
P0649,V-SHI-0649,Casual Linen Shirt,Checked Denim Linen Casual Linen Shirt with long sleeves band collar neck,SHIRT,Checked,Linen,Denim,399,1499
P0650,V-KUR-0650,Printed Kurta,Beige Embroidered Linen Printed Kurta with three-quarter sleeves round neck,KURTA,Beige,Linen,Embroidered,499,1999
P0651,V-JEA-0651,Bootcut Jeans,White Distressed Stretch Denim Bootcut Jeans bootcut fit,JEANS,White,Stretch Denim,Distressed,799,2499
P0652,V-DRE-0652,Boho Chic Dress,White Printed Linen Boho Chic Dress with cap sleeves sleeves v-neck neck,DRESS,White,Linen,Printed,599,1999
P0653,V-TSH-0653,Oversized Comfort T-Shirt,Gray Abstract Polyester Oversized Comfort T-Shirt with sleeveless sleeves henley neck,TSHIRT,Gray,Polyester,Abstract,199,799
P0654,V-SHI-0654,Short Sleeve Shirt,Checked Stripes Linen Short Sleeve Shirt with long sleeves band collar neck,SHIRT,Checked,Linen,Stripes,399,1499
P0655,V-TOP-0655,Tie-Up Top,Red Linen Tie-Up Top with sleeveless sleeves round neck,TOP,Red,Linen,Solid,299,899
P0656,V-SHI-0656,Oxford Button-Down Shirt,Blue Stripes Chambray Oxford Button-Down Shirt with short sleeves button-down neck,SHIRT,Blue,Chambray,Stripes,399,1499
P0657,V-POL-0657,Classic Polo Shirt,Red Stripes Cotton Classic Polo Shirt with short sleeves,POLO,Red,Cotton,Stripes,299,999
P0658,V-TOP-0658,Asymmetric Top,Navy Floral Polyester Asymmetric Top with sleeveless sleeves off-shoulder neck,TOP,Navy,Polyester,Floral,299,899
P0659,V-DRE-0659,Cocktail Dress,Yellow Linen Cocktail Dress with cap sleeves sleeves square neck,DRESS,Yellow,Linen,Solid,599,1999
P0660,V-TSH-0660,Ribbed Knit Tee,Navy Graphic Polyester Ribbed Knit Tee with short sleeves henley neck,TSHIRT,Navy,Polyester,Graphic,199,799
P0661,V-DRE-0661,Casual Midi Dress,Red Polka Dots Linen Casual Midi Dress with cap sleeves sleeves square neck,DRESS,Red,Linen,Polka Dots,599,1999
P0662,V-TSH-0662,Relaxed Fit T-Shirt,Gray Organic Cotton Relaxed Fit T-Shirt with long sleeves scoop neck,TSHIRT,Gray,Organic Cotton,Solid,199,799
P0663,V-JEA-0663,Slim Fit Denim Jeans,Black Distressed Raw Denim Slim Fit Denim Jeans skinny fit,JEANS,Black,Raw Denim,Distressed,799,2499
P0664,V-TOP-0664,Crop Top,Yellow Striped Cotton Crop Top with short sleeves off-shoulder neck,TOP,Yellow,Cotton,Striped,299,899
P0665,V-SHI-0665,Chambray Shirt,Striped Checks Chambray Chambray Shirt with long sleeves button-down neck,SHIRT,Striped,Chambray,Checks,399,1499
P0666,V-SAL-0666,Designer Salwar,Printed Embroidered Cotton Designer Salwar wide leg fit,SALWAR,Printed,Cotton,Embroidered,399,1299
P0667,V-JEA-0667,Stretch Comfort Jeans,Gray Distressed Stretch Denim Stretch Comfort Jeans skinny fit,JEANS,Gray,Stretch Denim,Distressed,799,2499
P0668,V-TSH-0668,Pocket T-Shirt,Yellow Stripes Polyester Pocket T-Shirt with short sleeves crew neck,TSHIRT,Yellow,Polyester,Stripes,199,799
P0669,V-SHI-0669,Checked Pattern Shirt,Blue Checks Linen Checked Pattern Shirt with long sleeves button-down neck,SHIRT,Blue,Linen,Checks,399,1499
P0670,V-POL-0670,Mesh Polo Shirt,Red Embroidered Pique Cotton Mesh Polo Shirt with short sleeves,POLO,Red,Pique Cotton,Embroidered,299,999
P0671,V-TOP-0671,Tunic Top,Pink Printed Polyester Tunic Top with bell sleeves sleeves round neck,TOP,Pink,Polyester,Printed,299,899
P0672,V-JEA-0672,Slim Fit Denim Jeans,Light Blue Faded Denim Slim Fit Denim Jeans bootcut fit,JEANS,Light Blue,Denim,Faded,799,2499
P0673,V-TSH-0673,Henley Style T-Shirt,White Stripes Polyester Henley Style T-Shirt with long sleeves v-neck neck,TSHIRT,White,Polyester,Stripes,199,799
P0674,V-SAL-0674,Wide Leg Salwar,Solid Embroidered Cotton Wide Leg Salwar regular fit,SALWAR,Solid,Cotton,Embroidered,399,1299
P0675,V-JEA-0675,Distressed Denim Jeans,White Vintage Wash Raw Denim Distressed Denim Jeans regular fit,JEANS,White,Raw Denim,Vintage Wash,799,2499
P0676,V-SAL-0676,Wide Leg Salwar,Printed Printed Linen Wide Leg Salwar palazzo fit,SALWAR,Printed,Linen,Printed,399,1299
P0677,V-DRE-0677,Chiffon Evening Dress,White Abstract Georgette Chiffon Evening Dress with short sleeves v-neck neck,DRESS,White,Georgette,Abstract,599,1999
P0678,V-SAL-0678,Comfort Fit Salwar,Black Linen Comfort Fit Salwar churidar fit,SALWAR,Black,Linen,Solid,399,1299
P0679,V-SAL-0679,Palazzo Salwar,Navy Striped Cotton Palazzo Salwar regular fit,SALWAR,Navy,Cotton,Striped,399,1299
P0680,V-POL-0680,Pique Polo T-Shirt,Black Performance Fabric Pique Polo T-Shirt with long sleeves,POLO,Black,Performance Fabric,Solid,299,999
P0681,V-KUR-0681,Cotton Kurta,Yellow Printed Georgette Cotton Kurta with long sleeves boat neck neck,KURTA,Yellow,Georgette,Printed,499,1999
P0682,V-KUR-0682,Casual Kurta,Beige Floral Georgette Casual Kurta with short sleeves mandarin neck,KURTA,Beige,Georgette,Floral,499,1999
P0683,V-TOP-0683,Cold Shoulder Top,Navy Floral Cotton Cold Shoulder Top with three-quarter sleeves v-neck neck,TOP,Navy,Cotton,Floral,299,899
P0684,V-TSH-0684,Organic Cotton T-Shirt,Pink Cotton Organic Cotton T-Shirt with sleeveless sleeves crew neck,TSHIRT,Pink,Cotton,Solid,199,799
P0685,V-SAL-0685,Trouser Style Salwar,Solid Embroidered Linen Trouser Style Salwar wide leg fit,SALWAR,Solid,Linen,Embroidered,399,1299
P0686,V-KUR-0686,Linen Kurta,Yellow Geometric Linen Linen Kurta with long sleeves mandarin neck,KURTA,Yellow,Linen,Geometric,499,1999
P0687,V-SAL-0687,Wide Leg Salwar,Printed Embroidered Chiffon Wide Leg Salwar wide leg fit,SALWAR,Printed,Chiffon,Embroidered,399,1299
P0688,V-JEA-0688,High Waist Jeans,Light Blue Vintage Wash Raw Denim High Waist Jeans relaxed fit,JEANS,Light Blue,Raw Denim,Vintage Wash,799,2499
P0689,V-TOP-0689,Ruffle Sleeve Top,Pink Striped Linen Ruffle Sleeve Top with bell sleeves sleeves v-neck neck,TOP,Pink,Linen,Striped,299,899
P0690,V-POL-0690,Golf Polo Shirt,Maroon Stripes Pique Cotton Golf Polo Shirt with short sleeves,POLO,Maroon,Pique Cotton,Stripes,299,999
P0691,V-SAL-0691,Designer Salwar,Navy Striped Cotton Designer Salwar regular fit,SALWAR,Navy,Cotton,Striped,399,1299
P0692,V-POL-0692,Performance Polo,Red Performance Fabric Performance Polo with short sleeves,POLO,Red,Performance Fabric,Solid,299,999
P0693,V-JEA-0693,Bootcut Jeans,Light Blue Denim Bootcut Jeans skinny fit,JEANS,Light Blue,Denim,Solid,799,2499
P0694,V-SHI-0694,Relaxed Fit Shirt,White Checks Chambray Relaxed Fit Shirt with long sleeves band collar neck,SHIRT,White,Chambray,Checks,399,1499
P0695,V-TSH-0695,Relaxed Fit T-Shirt,Red Stripes Modal Relaxed Fit T-Shirt with short sleeves v-neck neck,TSHIRT,Red,Modal,Stripes,199,799
P0696,V-DRE-0696,Linen Blend Dress,White Floral Cotton Linen Blend Dress with short sleeves v-neck neck,DRESS,White,Cotton,Floral,599,1999
P0697,V-POL-0697,Striped Polo Shirt,Blue Color Block Performance Fabric Striped Polo Shirt with long sleeves,POLO,Blue,Performance Fabric,Color Block,299,999
P0698,V-TSH-0698,Organic Cotton T-Shirt,Black Graphic Cotton Organic Cotton T-Shirt with long sleeves scoop neck,TSHIRT,Black,Cotton,Graphic,199,799
P0699,V-KUR-0699,Anarkali Kurta,Pink Floral Linen Anarkali Kurta with long sleeves round neck,KURTA,Pink,Linen,Floral,499,1999
P0700,V-SHI-0700,Oxford Button-Down Shirt,Striped Poplin Oxford Button-Down Shirt with short sleeves button-down neck,SHIRT,Striped,Poplin,Solid,399,1499
P0701,V-SHI-0701,Short Sleeve Shirt,Striped Stripes Cotton Short Sleeve Shirt with long sleeves button-down neck,SHIRT,Striped,Cotton,Stripes,399,1499
P0702,V-TOP-0702,Wrap Top,Printed Printed Chiffon Wrap Top with three-quarter sleeves halter neck,TOP,Printed,Chiffon,Printed,299,899
P0703,V-TOP-0703,Knot Front Top,Red Cotton Knot Front Top with three-quarter sleeves round neck,TOP,Red,Cotton,Solid,299,899
P0704,V-SAL-0704,Trouser Style Salwar,Solid Printed Linen Trouser Style Salwar palazzo fit,SALWAR,Solid,Linen,Printed,399,1299
P0705,V-SAL-0705,Designer Salwar,Solid Embroidered Cotton Designer Salwar churidar fit,SALWAR,Solid,Cotton,Embroidered,399,1299
P0706,V-SHI-0706,Casual Linen Shirt,Checked Stripes Poplin Casual Linen Shirt with short sleeves button-down neck,SHIRT,Checked,Poplin,Stripes,399,1499
P0707,V-DRE-0707,Cocktail Dress,White Floral Chiffon Cocktail Dress with sleeveless sleeves v-neck neck,DRESS,White,Chiffon,Floral,599,1999
P0708,V-JEA-0708,Distressed Denim Jeans,Black Faded Raw Denim Distressed Denim Jeans relaxed fit,JEANS,Black,Raw Denim,Faded,799,2499
P0709,V-JEA-0709,Relaxed Fit Jeans,Black Distressed Denim Relaxed Fit Jeans slim fit,JEANS,Black,Denim,Distressed,799,2499
P0710,V-POL-0710,Pique Polo T-Shirt,White Performance Fabric Pique Polo T-Shirt with long sleeves,POLO,White,Performance Fabric,Solid,299,999
P0711,V-KUR-0711,Designer Kurta,Green Floral Georgette Designer Kurta with short sleeves mandarin neck,KURTA,Green,Georgette,Floral,499,1999
P0712,V-SAL-0712,Printed Salwar,Black Striped Linen Printed Salwar wide leg fit,SALWAR,Black,Linen,Striped,399,1299
P0713,V-TSH-0713,Pocket T-Shirt,Green Abstract Cotton Blend Pocket T-Shirt with short sleeves henley neck,TSHIRT,Green,Cotton Blend,Abstract,199,799
P0714,V-POL-0714,Golf Polo Shirt,Blue Performance Fabric Golf Polo Shirt with short sleeves,POLO,Blue,Performance Fabric,Solid,299,999
P0715,V-SAL-0715,Wide Leg Salwar,Beige Embroidered Cotton Wide Leg Salwar palazzo fit,SALWAR,Beige,Cotton,Embroidered,399,1299
P0716,V-DRE-0716,Office Formal Dress,Blue Printed Chiffon Office Formal Dress with cap sleeves sleeves halter neck,DRESS,Blue,Chiffon,Printed,599,1999
P0717,V-KUR-0717,Straight Cut Kurta,Printed Floral Linen Straight Cut Kurta with short sleeves boat neck neck,KURTA,Printed,Linen,Floral,499,1999
P0718,V-KUR-0718,Straight Cut Kurta,Green Floral Silk Straight Cut Kurta with short sleeves v-neck neck,KURTA,Green,Silk,Floral,499,1999
P0719,V-JEA-0719,Regular Fit Jeans,Gray Faded Raw Denim Regular Fit Jeans skinny fit,JEANS,Gray,Raw Denim,Faded,799,2499
