store_id,sku,on_hand,in_transit,reorder_point,safety_stock
store_008,P0700,134,40,40,26
store_009,P0700,253,0,75,50
store_010,P0700,182,16,54,36
store_011,P0700,101,8,30,20
store_013,P0700,160,0,48,32
store_014,P0700,144,0,43,28
store_015,P0700,24,9,7,4
store_016,P0700,58,0,17,11
store_017,P0700,20,0,6,4
store_018,P0700,41,48,12,8
store_019,P0700,127,0,38,25
store_020,P0700,232,0,69,46
store_021,P0700,70,10,21,14
store_022,P0700,10,0,3,2
store_023,P0700,202,0,60,40
store_024,P0700,56,0,16,11
store_025,P0700,39,18,11,7
store_026,P0700,28,13,8,5
store_027,P0700,171,14,51,34
store_028,P0700,127,22,38,25
store_029,P0700,163,0,48,32
store_030,P0700,201,0,60,40
store_033,P0700,144,11,43,28
store_034,P0700,104,35,31,20
store_035,P0700,190,17,57,38
store_038,P0700,45,0,13,9
store_040,P0700,10,34,3,2
store_041,P0700,89,49,26,17
store_043,P0700,30,16,9,6
store_044,P0700,12,41,3,2
store_045,P0700,44,0,13,8
store_047,P0700,161,0,48,32
store_048,P0700,73,0,21,14
store_049,P0700,33,13,9,6
store_050,P0700,44,0,13,8
store_002,P0701,146,0,43,29
store_005,P0701,139,0,41,27
store_006,P0701,50,0,15,10
store_008,P0701,27,0,8,5
store_009,P0701,9,0,2,1
store_010,P0701,194,0,58,38
store_011,P0701,40,1,12,8
store_014,P0701,68,23,20,13
store_015,P0701,197,0,59,39
store_016,P0701,126,41,37,25
store_017,P0701,139,0,41,27
store_018,P0701,30,0,9,6
store_019,P0701,18,0,5,3
store_022,P0701,59,0,17,11
store_023,P0701,111,0,33,22
store_024,P0701,64,0,19,12
store_025,P0701,148,20,44,29
store_026,P0701,46,0,13,9
store_027,P0701,205,0,61,41
store_028,P0701,109,2,32,21
store_029,P0701,8,0,2,1
store_030,P0701,54,0,16,10
store_031,P0701,21,0,6,4
store_032,P0701,69,0,20,13
store_035,P0701,172,0,51,34
store_036,P0701,113,28,33,22
store_037,P0701,19,0,5,3
store_039,P0701,72,0,21,14
store_040,P0701,57,35,17,11
store_041,P0701,143,0,42,28
store_042,P0701,182,0,54,36
store_044,P0701,118,0,35,23
store_046,P0701,11,32,3,2
store_047,P0701,42,0,12,8
store_048,P0701,56,0,16,11
store_049,P0701,45,0,13,9
store_050,P0701,112,0,33,22
store_001,P0702,123,8,36,24
store_002,P0702,62,0,18,12
store_003,P0702,39,43,11,7
store_005,P0702,24,0,7,4
store_007,P0702,101,0,30,20
store_008,P0702,255,0,76,51
store_009,P0702,122,0,36,24
store_013,P0702,51,34,15,10
store_014,P0702,130,0,39,26
store_016,P0702,294,28,88,58
store_020,P0702,181,0,54,36
store_021,P0702,39,0,11,7
store_022,P0702,87,0,26,17
store_024,P0702,84,31,25,16
store_026,P0702,43,33,12,8
store_027,P0702,122,0,36,24
store_028,P0702,36,5,10,7
store_030,P0702,105,49,31,21
store_031,P0702,209,31,62,41
store_033,P0702,8,0,2,1
store_034,P0702,122,0,36,24
store_035,P0702,71,33,21,14
store_037,P0702,45,0,13,9
store_038,P0702,93,16,27,18
store_039,P0702,9,0,2,1
store_040,P0702,34,21,10,6
store_041,P0702,304,0,91,60
store_043,P0702,52,0,15,10
store_047,P0702,73,14,21,14
store_048,P0702,82,0,24,16
store_049,P0702,155,0,46,31
store_050,P0702,258,0,77,51
store_002,P0703,135,0,40,27
store_003,P0703,5,0,1,1
store_004,P0703,55,0,16,11
store_006,P0703,34,0,10,6
store_007,P0703,56,0,16,11
store_008,P0703,56,5,16,11
store_009,P0703,66,20,19,13
store_011,P0703,142,0,42,28
store_013,P0703,54,0,16,10
store_014,P0703,10,0,3,2
store_015,P0703,67,0,20,13
store_016,P0703,193,29,57,38
store_017,P0703,35,0,10,7
store_020,P0703,54,0,16,10
store_021,P0703,23,0,6,4
store_023,P0703,39,0,11,7
store_024,P0703,12,14,3,2
store_025,P0703,122,0,36,24
store_026,P0703,58,0,17,11
store_027,P0703,75,0,22,15
store_028,P0703,78,0,23,15
store_030,P0703,36,23,10,7
store_031,P0703,209,0,62,41
store_033,P0703,12,0,3,2
store_034,P0703,108,0,32,21
store_035,P0703,168,0,50,33
store_036,P0703,74,49,22,14
store_037,P0703,56,4,16,11
store_038,P0703,181,27,54,36
store_041,P0703,164,0,49,32
store_042,P0703,85,19,25,17
store_043,P0703,37,0,11,7
store_045,P0703,47,0,14,9
store_046,P0703,110,0,33,22
store_047,P0703,60,0,18,12
store_049,P0703,47,0,14,9
store_050,P0703,69,31,20,13
store_002,P0704,56,0,16,11
store_003,P0704,80,41,24,16
store_004,P0704,40,0,12,8
store_006,P0704,44,21,13,8
store_007,P0704,104,0,31,20
store_009,P0704,193,0,57,38
store_010,P0704,19,0,5,3
store_011,P0704,136,0,40,27
store_013,P0704,41,38,12,8
store_014,P0704,90,0,27,18
store_015,P0704,37,0,11,7
store_016,P0704,121,0,36,24
store_018,P0704,37,24,11,7
store_019,P0704,58,8,17,11
store_023,P0704,16,0,4,3
store_024,P0704,18,42,5,3
store_025,P0704,112,24,33,22
store_026,P0704,82,0,24,16
store_029,P0704,99,0,29,19
store_030,P0704,57,3,17,11
store_031,P0704,161,2,48,32
store_032,P0704,8,0,2,1
store_033,P0704,48,0,14,9
store_034,P0704,9,41,2,1
store_035,P0704,77,0,23,15
store_038,P0704,93,36,27,18
store_039,P0704,83,0,24,16
store_040,P0704,15,0,4,3
store_041,P0704,206,0,61,41
store_042,P0704,114,0,34,22
store_043,P0704,18,0,5,3
store_044,P0704,105,42,31,21
store_045,P0704,117,0,35,23
store_046,P0704,173,0,51,34
store_048,P0704,54,0,16,10
store_049,P0704,35,1,10,7
store_050,P0704,245,0,73,49
store_005,P0705,30,0,9,6
store_006,P0705,17,39,5,3
store_007,P0705,52,0,15,10
store_008,P0705,111,0,33,22
store_009,P0705,66,0,19,13
store_011,P0705,23,0,6,4
store_012,P0705,23,0,6,4
store_013,P0705,8,39,2,1
store_014,P0705,153,0,45,30
store_015,P0705,163,0,48,32
store_016,P0705,212,0,63,42
store_019,P0705,29,36,8,5
store_020,P0705,16,33,4,3
store_021,P0705,22,21,6,4
store_022,P0705,133,0,39,26
store_023,P0705,9,0,2,1
store_025,P0705,69,0,20,13
store_026,P0705,28,0,8,5
store_027,P0705,55,0,16,11
store_030,P0705,154,46,46,30
store_031,P0705,98,0,29,19
store_035,P0705,38,0,11,7
store_036,P0705,31,0,9,6
store_038,P0705,83,0,24,16
store_039,P0705,8,0,2,1
store_040,P0705,23,0,6,4
store_041,P0705,116,3,34,23
store_042,P0705,83,0,24,16
store_048,P0705,78,0,23,15
store_049,P0705,71,0,21,14
store_050,P0705,151,0,45,30
store_001,P0706,9,38,2,1
store_002,P0706,115,0,34,23
store_003,P0706,115,0,34,23
store_004,P0706,25,42,7,5
store_005,P0706,30,8,9,6
store_006,P0706,75,0,22,15
store_007,P0706,28,14,8,5
store_008,P0706,17,0,5,3
store_009,P0706,267,34,80,53
store_010,P0706,6,13,1,1
store_011,P0706,184,0,55,36
store_013,P0706,10,46,3,2
store_014,P0706,56,0,16,11
store_016,P0706,129,30,38,25
store_019,P0706,144,0,43,28
store_022,P0706,47,11,14,9
store_023,P0706,199,0,59,39
store_024,P0706,140,0,42,28
store_025,P0706,54,0,16,10
store_026,P0706,86,0,25,17
store_027,P0706,44,0,13,8
store_028,P0706,105,0,31,21
store_030,P0706,68,0,20,13
store_031,P0706,154,0,46,30
store_032,P0706,36,0,10,7
store_034,P0706,133,49,39,26
store_035,P0706,162,31,48,32
store_036,P0706,135,38,40,27
store_037,P0706,92,0,27,18
store_038,P0706,125,16,37,25
store_039,P0706,87,0,26,17
store_041,P0706,25,0,7,5
store_042,P0706,60,0,18,12
store_043,P0706,78,0,23,15
store_048,P0706,29,0,8,5
store_049,P0706,31,0,9,6
store_050,P0706,67,50,20,13
store_001,P0707,143,21,42,28
store_002,P0707,66,0,19,13
store_003,P0707,76,0,22,15
store_005,P0707,73,0,21,14
store_006,P0707,118,0,35,23
store_007,P0707,82,28,24,16
store_008,P0707,69,0,20,13
store_009,P0707,122,0,36,24
store_011,P0707,57,0,17,11
store_013,P0707,67,8,20,13
store_016,P0707,139,0,41,27
store_017,P0707,22,0,6,4
store_019,P0707,15,38,4,3
store_020,P0707,10,0,3,2
store_021,P0707,5,0,1,1
store_022,P0707,84,27,25,16
store_024,P0707,50,0,15,10
store_025,P0707,7,1,2,1
store_026,P0707,115,47,34,23
store_027,P0707,30,0,9,6
store_028,P0707,136,0,40,27
store_029,P0707,169,10,50,33
store_030,P0707,82,0,24,16
store_032,P0707,42,0,12,8
store_033,P0707,6,0,1,1
store_034,P0707,43,38,12,8
store_036,P0707,42,21,12,8
store_037,P0707,130,12,39,26
store_038,P0707,36,36,10,7
store_039,P0707,112,0,33,22
store_041,P0707,234,0,70,46
store_042,P0707,131,40,39,26
store_043,P0707,50,36,15,10
store_044,P0707,79,0,23,15
store_045,P0707,136,0,40,27
store_048,P0707,86,0,25,17
store_049,P0707,72,33,21,14
store_050,P0707,113,0,33,22
store_002,P0708,51,0,15,10
store_004,P0708,73,0,21,14
store_005,P0708,55,22,16,11
store_006,P0708,176,0,52,35
store_007,P0708,101,0,30,20
store_008,P0708,57,0,17,11
store_012,P0708,27,0,8,5
store_013,P0708,132,0,39,26
store_014,P0708,18,0,5,3
store_015,P0708,63,0,18,12
store_017,P0708,46,37,13,9
store_018,P0708,51,0,15,10
store_019,P0708,53,0,15,10
store_020,P0708,33,0,9,6
store_021,P0708,18,0,5,3
store_025,P0708,106,16,31,21
store_026,P0708,169,0,50,33
store_029,P0708,156,0,46,31
store_030,P0708,78,31,23,15
store_031,P0708,105,0,31,21
store_032,P0708,106,0,31,21
store_034,P0708,59,11,17,11
store_035,P0708,73,0,21,14
store_037,P0708,120,0,36,24
store_038,P0708,74,33,22,14
store_039,P0708,187,0,56,37
store_041,P0708,193,0,57,38
store_042,P0708,183,0,54,36
store_043,P0708,173,0,51,34
store_045,P0708,23,0,6,4
store_047,P0708,63,0,18,12
store_050,P0708,185,35,55,37
store_001,P0709,131,0,39,26
store_006,P0709,99,0,29,19
store_007,P0709,109,0,32,21
store_008,P0709,115,24,34,23
store_009,P0709,22,0,6,4
store_011,P0709,65,20,19,13
store_012,P0709,54,12,16,10
store_013,P0709,82,0,24,16
store_014,P0709,90,0,27,18
store_016,P0709,114,0,34,22
store_017,P0709,134,0,40,26
store_018,P0709,102,0,30,20
store_019,P0709,47,0,14,9
store_022,P0709,198,0,59,39
store_024,P0709,23,0,6,4
store_025,P0709,221,0,66,44
store_027,P0709,26,0,7,5
store_030,P0709,145,0,43,29
store_031,P0709,53,0,15,10
store_032,P0709,90,0,27,18
store_034,P0709,29,24,8,5
store_035,P0709,11,7,3,2
store_036,P0709,79,0,23,15
store_037,P0709,55,0,16,11
store_038,P0709,52,0,15,10
store_039,P0709,44,0,13,8
store_040,P0709,103,33,30,20
store_041,P0709,117,32,35,23
store_042,P0709,33,0,9,6
store_043,P0709,114,0,34,22
store_044,P0709,132,14,39,26
store_046,P0709,79,0,23,15
store_047,P0709,47,0,14,9
store_049,P0709,189,0,56,37
store_050,P0709,94,22,28,18
store_002,P0710,20,0,6,4
store_003,P0710,46,0,13,9
store_005,P0710,46,18,13,9
store_007,P0710,28,0,8,5
store_009,P0710,84,0,25,16
store_014,P0710,10,32,3,2
store_015,P0710,62,0,18,12
store_016,P0710,22,0,6,4
store_018,P0710,60,0,18,12
store_019,P0710,189,0,56,37
store_020,P0710,192,20,57,38
store_022,P0710,123,0,36,24
store_024,P0710,43,22,12,8
store_025,P0710,133,0,39,26
store_026,P0710,102,0,30,20
store_027,P0710,174,0,52,34
store_030,P0710,110,31,33,22
store_031,P0710,131,0,39,26
store_034,P0710,44,27,13,8
store_035,P0710,80,0,24,16
store_036,P0710,161,0,48,32
store_040,P0710,24,0,7,4
store_041,P0710,25,4,7,5
store_042,P0710,129,0,38,25
store_043,P0710,115,0,34,23
store_045,P0710,25,30,7,5
store_046,P0710,85,0,25,17
store_047,P0710,91,0,27,18
store_050,P0710,127,0,38,25
store_002,P0711,93,0,27,18
store_004,P0711,87,0,26,17
store_005,P0711,63,0,18,12
store_006,P0711,93,0,27,18
store_010,P0711,114,0,34,22
store_011,P0711,99,0,29,19
store_013,P0711,28,0,8,5
store_014,P0711,50,38,15,10
store_015,P0711,32,0,9,6
store_016,P0711,280,42,84,56
store_021,P0711,37,15,11,7
store_022,P0711,17,0,5,3
store_023,P0711,4,39,1,0
store_025,P0711,29,0,8,5
store_026,P0711,361,0,108,72
store_027,P0711,152,0,45,30
store_029,P0711,90,0,27,18
store_030,P0711,149,6,44,29
store_031,P0711,37,0,11,7
store_033,P0711,17,24,5,3
store_034,P0711,21,0,6,4
store_035,P0711,13,0,3,2
store_036,P0711,85,0,25,17
store_037,P0711,93,0,27,18
store_041,P0711,211,0,63,42
store_042,P0711,149,36,44,29
store_043,P0711,53,0,15,10
store_044,P0711,40,37,12,8
store_045,P0711,30,0,9,6
store_046,P0711,55,0,16,11
store_047,P0711,31,27,9,6
store_048,P0711,60,0,18,12
store_049,P0711,84,0,25,16
store_050,P0711,57,32,17,11
store_002,P0712,12,0,3,2
store_004,P0712,43,0,12,8
store_005,P0712,102,39,30,20
store_007,P0712,32,0,9,6
store_009,P0712,139,33,41,27
store_010,P0712,86,0,25,17
store_011,P0712,120,2,36,24
store_012,P0712,6,16,1,1
store_013,P0712,40,0,12,8
store_014,P0712,60,0,18,12
store_019,P0712,134,9,40,26
store_020,P0712,34,22,10,6
store_021,P0712,58,0,17,11
store_022,P0712,61,0,18,12
store_023,P0712,70,0,21,14
store_024,P0712,39,0,11,7
store_026,P0712,167,27,50,33
store_028,P0712,78,0,23,15
store_030,P0712,18,0,5,3
store_033,P0712,111,0,33,22
store_034,P0712,29,0,8,5
store_035,P0712,52,30,15,10
store_036,P0712,50,0,15,10
store_037,P0712,116,31,34,23
store_039,P0712,49,37,14,9
store_041,P0712,17,0,5,3
store_042,P0712,14,30,4,2
store_043,P0712,98,0,29,19
store_044,P0712,175,24,52,35
store_045,P0712,44,0,13,8
store_046,P0712,62,0,18,12
store_047,P0712,65,0,19,13
store_049,P0712,32,0,9,6
store_050,P0712,113,0,33,22
store_001,P0713,46,17,13,9
store_002,P0713,17,0,5,3
store_004,P0713,66,0,19,13
store_005,P0713,91,0,27,18
store_008,P0713,17,0,5,3
store_009,P0713,37,0,11,7
store_010,P0713,80,36,24,16
store_014,P0713,147,0,44,29
store_015,P0713,113,40,33,22
store_017,P0713,122,0,36,24
store_019,P0713,19,0,5,3
store_021,P0713,135,50,40,27
store_022,P0713,82,0,24,16
store_023,P0713,17,0,5,3
store_024,P0713,30,0,9,6
store_025,P0713,44,0,13,8
store_026,P0713,47,0,14,9
store_027,P0713,65,0,19,13
store_028,P0713,82,0,24,16
store_029,P0713,154,41,46,30
store_032,P0713,110,0,33,22
store_033,P0713,71,0,21,14
store_034,P0713,16,43,4,3
store_035,P0713,7,0,2,1
store_036,P0713,136,0,40,27
store_037,P0713,25,0,7,5
store_038,P0713,106,34,31,21
store_041,P0713,26,31,7,5
store_043,P0713,19,0,5,3
store_044,P0713,173,0,51,34
store_045,P0713,7,39,2,1
store_046,P0713,77,0,23,15
store_048,P0713,62,0,18,12
store_050,P0713,287,0,86,57
store_002,P0714,134,18,40,26
store_004,P0714,124,31,37,24
store_008,P0714,70,40,21,14
store_009,P0714,89,0,26,17
store_010,P0714,11,0,3,2
store_011,P0714,183,0,54,36
store_013,P0714,83,0,24,16
store_014,P0714,64,0,19,12
store_015,P0714,4,0,1,0
store_016,P0714,280,37,84,56
store_018,P0714,14,45,4,2
store_019,P0714,43,0,12,8
store_020,P0714,154,0,46,30
store_022,P0714,182,0,54,36
store_024,P0714,112,47,33,22
store_025,P0714,72,43,21,14
store_026,P0714,32,0,9,6
store_027,P0714,52,0,15,10
store_028,P0714,52,0,15,10
store_033,P0714,28,0,8,5
store_034,P0714,28,0,8,5
store_035,P0714,74,47,22,14
store_036,P0714,67,0,20,13
store_038,P0714,174,25,52,34
store_039,P0714,154,0,46,30
store_040,P0714,9,0,2,1
store_041,P0714,341,0,102,68
store_043,P0714,5,0,1,1
store_044,P0714,23,0,6,4
store_045,P0714,8,0,2,1
store_048,P0714,107,0,32,21
store_049,P0714,91,1,27,18
store_050,P0714,93,33,27,18
store_001,P0715,40,48,12,8
store_002,P0715,69,0,20,13
store_005,P0715,26,0,7,5
store_006,P0715,130,0,39,26
store_008,P0715,93,0,27,18
store_009,P0715,240,24,72,48
store_011,P0715,17,43,5,3
store_013,P0715,124,0,37,24
store_014,P0715,13,0,3,2
store_015,P0715,48,0,14,9
store_016,P0715,93,0,27,18
store_017,P0715,74,6,22,14
store_019,P0715,68,0,20,13
store_022,P0715,41,0,12,8
store_023,P0715,32,0,9,6
store_024,P0715,30,0,9,6
store_025,P0715,111,0,33,22
store_029,P0715,46,0,13,9
store_030,P0715,255,0,76,51
store_031,P0715,83,0,24,16
store_032,P0715,26,0,7,5
store_033,P0715,21,0,6,4
store_034,P0715,133,0,39,26
store_035,P0715,114,0,34,22
store_036,P0715,100,0,30,20
store_037,P0715,181,0,54,36
store_038,P0715,151,0,45,30
store_039,P0715,22,0,6,4
store_041,P0715,69,14,20,13
store_042,P0715,64,0,19,12
store_043,P0715,126,0,37,25
store_044,P0715,101,0,30,20
store_045,P0715,63,0,18,12
store_046,P0715,27,47,8,5
store_047,P0715,51,0,15,10
store_048,P0715,68,0,20,13
store_001,P0716,13,43,3,2
store_002,P0716,66,0,19,13
store_003,P0716,11,0,3,2
store_004,P0716,36,0,10,7
store_005,P0716,32,0,9,6
store_009,P0716,14,0,4,2
store_010,P0716,76,0,22,15
store_011,P0716,82,0,24,16
store_015,P0716,88,49,26,17
store_016,P0716,29,0,8,5
store_017,P0716,54,22,16,10
store_018,P0716,14,0,4,2
store_019,P0716,157,11,47,31
store_021,P0716,87,49,26,17
store_023,P0716,66,45,19,13
store_024,P0716,166,0,49,33
store_025,P0716,52,0,15,10
store_026,P0716,50,0,15,10
store_027,P0716,82,35,24,16
store_028,P0716,40,47,12,8
store_030,P0716,190,0,57,38
store_032,P0716,159,0,47,31
store_034,P0716,14,0,4,2
store_035,P0716,42,0,12,8
store_036,P0716,72,0,21,14
store_038,P0716,62,0,18,12
store_039,P0716,65,0,19,13
store_041,P0716,295,29,88,59
store_045,P0716,36,0,10,7
store_046,P0716,44,0,13,8
store_049,P0716,12,0,3,2
store_002,P0717,82,0,24,16
store_003,P0717,35,0,10,7
store_005,P0717,70,0,21,14
store_006,P0717,42,25,12,8
store_007,P0717,25,4,7,5
store_008,P0717,18,0,5,3
store_009,P0717,193,0,57,38
store_010,P0717,38,0,11,7
store_011,P0717,79,39,23,15
store_012,P0717,90,0,27,18
store_013,P0717,166,0,49,33
store_014,P0717,25,34,7,5
store_015,P0717,36,0,10,7
store_016,P0717,217,0,65,43
store_019,P0717,72,32,21,14
store_020,P0717,47,0,14,9
store_021,P0717,31,0,9,6
store_022,P0717,68,0,20,13
store_023,P0717,169,0,50,33
store_025,P0717,85,0,25,17
store_026,P0717,135,0,40,27
store_027,P0717,9,0,2,1
store_028,P0717,81,0,24,16
store_029,P0717,34,0,10,6
store_030,P0717,126,17,37,25
store_031,P0717,34,0,10,6
store_032,P0717,90,41,27,18
store_034,P0717,37,27,11,7
store_035,P0717,74,0,22,14
store_036,P0717,42,0,12,8
store_038,P0717,54,0,16,10
store_039,P0717,82,41,24,16
store_040,P0717,32,37,9,6
store_041,P0717,71,0,21,14
store_042,P0717,154,0,46,30
store_044,P0717,55,0,16,11
store_045,P0717,11,0,3,2
store_047,P0717,35,40,10,7
store_048,P0717,116,0,34,23
store_049,P0717,33,0,9,6
store_050,P0717,148,0,44,29
store_005,P0718,28,0,8,5
store_008,P0718,98,0,29,19
store_009,P0718,337,0,101,67
store_011,P0718,45,0,13,9
store_012,P0718,12,0,3,2
store_013,P0718,44,0,13,8
store_014,P0718,59,0,17,11
store_015,P0718,52,17,15,10
store_016,P0718,55,0,16,11
store_019,P0718,62,3,18,12
store_020,P0718,35,0,10,7
store_021,P0718,24,10,7,4
store_022,P0718,6,28,1,1
store_025,P0718,14,0,4,2
store_027,P0718,64,0,19,12
store_029,P0718,72,0,21,14
store_030,P0718,273,0,81,54
store_031,P0718,71,0,21,14
store_032,P0718,49,0,14,9
store_036,P0718,42,0,12,8
store_037,P0718,17,0,5,3
store_039,P0718,80,0,24,16
store_041,P0718,115,0,34,23
store_045,P0718,49,43,14,9
store_046,P0718,116,0,34,23
store_047,P0718,7,19,2,1
store_050,P0718,19,0,5,3
store_002,P0719,144,11,43,28
store_003,P0719,31,0,9,6
store_006,P0719,20,0,6,4
store_007,P0719,45,0,13,9
store_008,P0719,121,9,36,24
store_009,P0719,78,0,23,15
store_010,P0719,67,33,20,13
store_011,P0719,74,0,22,14
store_013,P0719,80,0,24,16
store_014,P0719,73,0,21,14
store_015,P0719,99,0,29,19
store_016,P0719,167,0,50,33
store_017,P0719,97,0,29,19
store_020,P0719,50,28,15,10
store_021,P0719,96,0,28,19
store_024,P0719,34,26,10,6
store_025,P0719,135,0,40,27
store_026,P0719,105,0,31,21
store_027,P0719,11,0,3,2
store_030,P0719,198,0,59,39
store_031,P0719,80,0,24,16
store_032,P0719,187,0,56,37
store_033,P0719,26,32,7,5
store_034,P0719,127,0,38,25
store_035,P0719,62,0,18,12
store_037,P0719,218,36,65,43
store_038,P0719,114,14,34,22
store_039,P0719,64,0,19,12
store_040,P0719,44,0,13,8
store_042,P0719,9,5,2,1
store_043,P0719,7,0,2,1
store_045,P0719,188,42,56,37
store_047,P0719,52,0,15,10
store_048,P0719,127,0,38,25
store_049,P0719,62,50,18,12
store_050,P0719,18,20,5,3
store_001,P0720,145,0,43,29
store_002,P0720,70,3,21,14
store_003,P0720,30,34,9,6
store_004,P0720,120,0,36,24
store_005,P0720,98,36,29,19
store_006,P0720,15,21,4,3
store_007,P0720,12,0,3,2
store_008,P0720,60,0,18,12
store_009,P0720,176,0,52,35
store_011,P0720,164,0,49,32
store_013,P0720,164,0,49,32
store_014,P0720,102,0,30,20
store_016,P0720,269,25,80,53
store_019,P0720,167,20,50,33
store_020,P0720,57,0,17,11
store_022,P0720,3,29,0,0
store_023,P0720,113,0,33,22
store_024,P0720,28,0,8,5
store_025,P0720,102,0,30,20
store_026,P0720,256,0,76,51
store_028,P0720,154,0,46,30
store_029,P0720,46,0,13,9
store_030,P0720,16,0,4,3
store_031,P0720,124,0,37,24
store_032,P0720,143,0,42,28
store_035,P0720,81,31,24,16
store_036,P0720,98,7,29,19
store_037,P0720,24,47,7,4
store_038,P0720,190,33,57,38
store_041,P0720,242,0,72,48
store_042,P0720,173,0,51,34
store_043,P0720,14,0,4,2
store_044,P0720,51,0,15,10
store_045,P0720,57,0,17,11
store_046,P0720,85,0,25,17
store_047,P0720,101,0,30,20
store_048,P0720,34,0,10,6
store_050,P0720,80,0,24,16
store_001,P0721,23,0,6,4
store_002,P0721,60,5,18,12
store_003,P0721,108,0,32,21
store_005,P0721,54,0,16,10
store_006,P0721,45,27,13,9
store_007,P0721,27,35,8,5
store_008,P0721,16,0,4,3
store_010,P0721,76,0,22,15
store_012,P0721,36,0,10,7
store_013,P0721,61,0,18,12
store_015,P0721,146,28,43,29
store_016,P0721,88,34,26,17
store_020,P0721,12,0,3,2
store_021,P0721,36,17,10,7
store_022,P0721,70,0,21,14
store_023,P0721,33,0,9,6
store_025,P0721,79,15,23,15
store_026,P0721,251,0,75,50
store_027,P0721,87,7,26,17
store_028,P0721,98,9,29,19
store_029,P0721,18,3,5,3
store_030,P0721,47,38,14,9
store_034,P0721,92,0,27,18
store_036,P0721,86,6,25,17
store_039,P0721,41,0,12,8
store_040,P0721,39,0,11,7
store_041,P0721,128,0,38,25
store_042,P0721,41,0,12,8
store_043,P0721,117,0,35,23
store_045,P0721,56,0,16,11
store_046,P0721,123,0,36,24
store_047,P0721,73,0,21,14
store_048,P0721,81,23,24,16
store_050,P0721,119,0,35,23
store_002,P0722,73,0,21,14
store_003,P0722,29,0,8,5
store_005,P0722,71,11,21,14
store_006,P0722,66,0,19,13
store_007,P0722,89,0,26,17
store_012,P0722,31,0,9,6
store_015,P0722,59,0,17,11
store_016,P0722,32,12,9,6
store_019,P0722,64,0,19,12
store_021,P0722,216,20,64,43
store_022,P0722,123,30,36,24
store_023,P0722,68,0,20,13
store_026,P0722,149,20,44,29
store_027,P0722,54,8,16,10
store_028,P0722,63,0,18,12
store_029,P0722,15,47,4,3
store_030,P0722,112,0,33,22
store_034,P0722,33,0,9,6
store_035,P0722,33,0,9,6
store_036,P0722,147,0,44,29
store_037,P0722,55,0,16,11
store_038,P0722,93,0,27,18
store_040,P0722,73,0,21,14
store_043,P0722,127,0,38,25
store_045,P0722,17,0,5,3
store_046,P0722,46,0,13,9
store_047,P0722,47,0,14,9
store_048,P0722,55,4,16,11
store_050,P0722,61,14,18,12
store_001,P0723,23,0,6,4
store_002,P0723,100,0,30,20
store_003,P0723,130,0,39,26
store_004,P0723,44,0,13,8
store_005,P0723,69,0,20,13
store_008,P0723,60,0,18,12
store_009,P0723,136,0,40,27
store_010,P0723,8,0,2,1
store_013,P0723,12,41,3,2
store_014,P0723,42,47,12,8
store_015,P0723,59,0,17,11
store_016,P0723,60,0,18,12
store_020,P0723,29,37,8,5
store_023,P0723,61,0,18,12
store_024,P0723,73,0,21,14
store_025,P0723,29,0,8,5
store_027,P0723,50,0,15,10
store_028,P0723,24,22,7,4
store_029,P0723,38,42,11,7
store_031,P0723,24,31,7,4
store_033,P0723,69,0,20,13
store_034,P0723,91,0,27,18
store_035,P0723,16,0,4,3
store_036,P0723,20,0,6,4
store_040,P0723,35,0,10,7
store_041,P0723,37,12,11,7
store_043,P0723,8,0,2,1
store_045,P0723,55,0,16,11
store_046,P0723,12,0,3,2
store_047,P0723,19,39,5,3
store_048,P0723,76,0,22,15
store_050,P0723,32,0,9,6
store_001,P0724,38,0,11,7
store_005,P0724,15,48,4,3
store_007,P0724,73,0,21,14
store_008,P0724,50,0,15,10
store_009,P0724,273,49,81,54
store_010,P0724,61,0,18,12
store_011,P0724,42,32,12,8
store_012,P0724,60,12,18,12
store_013,P0724,10,0,3,2
store_014,P0724,101,0,30,20
store_015,P0724,41,0,12,8
store_016,P0724,307,0,92,61
store_017,P0724,69,0,20,13
store_018,P0724,70,17,21,14
store_019,P0724,33,0,9,6
store_020,P0724,10,0,3,2
store_023,P0724,64,0,19,12
store_024,P0724,148,21,44,29
store_025,P0724,111,0,33,22
store_030,P0724,219,37,65,43
store_031,P0724,109,0,32,21
store_035,P0724,87,0,26,17
store_038,P0724,63,30,18,12
store_039,P0724,63,23,18,12
store_040,P0724,40,0,12,8
store_041,P0724,11,42,3,2
store_042,P0724,20,0,6,4
store_044,P0724,9,13,2,1
store_045,P0724,49,0,14,9
store_047,P0724,130,0,39,26
store_050,P0724,128,0,38,25
store_001,P0725,21,0,6,4
store_002,P0725,92,0,27,18
store_003,P0725,95,0,28,19
store_005,P0725,150,4,45,30
store_006,P0725,136,0,40,27
store_007,P0725,14,0,4,2
store_008,P0725,36,0,10,7
store_009,P0725,141,0,42,28
store_010,P0725,35,0,10,7
store_011,P0725,113,0,33,22
store_013,P0725,72,44,21,14
store_015,P0725,39,3,11,7
store_016,P0725,24,0,7,4
store_018,P0725,11,0,3,2
store_020,P0725,26,0,7,5
store_021,P0725,34,42,10,6
store_022,P0725,18,0,5,3
store_025,P0725,5,0,1,1
store_026,P0725,54,0,16,10
store_028,P0725,63,27,18,12
store_029,P0725,66,8,19,13
store_030,P0725,131,48,39,26
store_031,P0725,64,0,19,12
